一 ○ 五 年 度 公 路 平 均 每 日 交 通 量 調 查 資 料 表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
填報單位：交通部公路總局第二區養護工程處,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    調查週期：定期按年辦理
縣,調      查      站,,,,路,起 迄 地 名,起 迄 樁 號,"地

形","里


程","路
面
寬
度","方


向",車道佈設,,,總        計,,各  車  種  車  輛  數  (輛/日),,,,,,,尖峰小時,,方,自行車,,備
,,,,"N24'00'36.2""",,,,,,,南,4.5,0,0.4,"7,619 ","59,819 ","7,295 ","6,912 ",280 ,60 ,0 ,2 ,41 ,804 ,17-18,,,,
,,,,,,合計,,,19.0 ,,,,,,"97,923","1,024,496",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投縣,Ⅱ-I92,草屯,0K+850,"E120'40'46.6""",台63甲線,芬園~草屯,0K+000~2K+800,平原區,2.8,32,北,"3.6,3.6,3.6",1.7,1.8,"8,339 ","24,937 ","8,906 ","6,371 ",186 ,44 ,1 ,3 ,"2,301 ","1,091 ",07-08,0.53,,,
,,,,"N23'59'57.6""",,,,,,,南,"3.6,3.6,3.6",1.7,1.8,"9,260 ","27,614 ","9,862 ","7,008 ",241 ,61 ,1 ,4 ,"2,547 ","1,018 ",17-18,,,,
,,,,,,合計,,,2.8 ,,,,,,"17,599","52,551",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,Ⅱ-I93,後龍段,4K+000,"E120'48'12.5""",台72線,後龍~造橋,0K+000~6K+562,平原區,6.6,26.8,東,"3.8,3.8",0,6.0,"3,314 ","20,975 ","3,178 ","2,998 ",16 ,84 ,1 ,48 ,31 ,333 ,07-08,0.50,,,
,,,,"N24'36'14.9""",,,,,,,西,"3.8,3.8",0,2.2,"3,334 ","21,061 ","3,191 ","2,979 ",30 ,84 ,2 ,50 ,46 ,423 ,07-08,,,,
苗栗縣,Ⅱ-I94,頭屋段,11K+000,"E120'50'40.7""",台72線,造橋~公館,6K+562~15K+747,平原區,9.2,26.8,東,"3.6,3.6",0,6.0,"12,569 ","110,050 ","11,962 ","11,273 ",119 ,311 ,1 ,205 ,53 ,"1,265 ",07-08,0.50,,,
,,,,"N24'34'1.1""",,,,,,,西,"3.6,3.6",0,3.0,"12,627 ","110,621 ","12,024 ","11,340 ",128 ,285 ,2 ,208 ,61 ,"1,513 ",07-08,,,,
苗栗縣,Ⅱ-I95,龜山橋段,16K+700,"E120'48'52.8""",台72線,公館~銅鑼,15K+747~20K+786,平原區,5,23.8,東,"3.6,3.6",0,3.0,"9,587 ","45,345 ","9,069 ","8,459 ",112 ,283 ,2 ,167 ,46 ,"1,255 ",07-08,0.51,,,
,,,,"N24'31'57.8""",,,,,,,西,"3.6,3.6",0,3.0,"9,250 ","43,950 ","8,790 ","8,268 ",104 ,207 ,1 ,161 ,49 ,"1,072 ",14-15,,,,
苗栗縣,Ⅱ-I96,中平段,21K+300,"E120'48'15.7""",台72線,銅鑼~石圍牆,20K+786~25K+000,平原區,4.2,23.8,東,"3.8,3.8",0,2.6,"6,967 ","28,106 ","6,692 ","6,320 ",103 ,151 ,2 ,79 ,37 ,821 ,12-13,0.51,,,
,,,,"N24'29'19.7""",,,,,,,西,"3.8,3.8",0,2.6,"6,819 ","27,241 ","6,486 ","6,078 ",99 ,164 ,1 ,107 ,37 ,"1,152 ",14-15,,,,
苗栗縣,Ⅱ-I97,汶水段,30K+500,"E120'52'36.3""",台72線,石圍牆~獅潭,25K+000~30K+798,平原區,5.8,21.8,東,"4.0,3.4",0,0.2,"5,579 ","31,674 ","5,461 ","5,242 ",71 ,88 ,2 ,24 ,34 ,646 ,14-15,0.51,,,
,,,,"N24'27'30.1""",,,,,,,西,"3.8,3.8",0,2.0,"5,467 ","30,746 ","5,301 ","5,057 ",76 ,92 ,1 ,46 ,29 ,914 ,14-15,,,,
,,,,,,合計,,,30.8 ,,,,,,"75,513","469,769",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台中市,Ⅱ-I98,快官系統,0K+600,"E120'36'25.6""",台74線,快官交流道~成功交流道,0K+000~1K+650,平原區,1.7,19.3,東,"3.5,3.5",0,1.4,"23,948 ","39,738 ","23,375 ","22,441 ",146 ,377 ,0 ,198 ,213 ,"2,192 ",07-08,0.51,,,
,,,,"N24'05'41.5""",,,,,,,西,"3.7,3.5",0,1.8,"24,763 ","41,206 ","24,239 ","23,440 ",122 ,321 ,1 ,184 ,171 ,"2,190 ",17-18,,,,
台中市,"Ⅱ-I98入口
匝道1",快官系統,0K+600,"E120'36'25.6""",台74線,快官交流道~成功交流道,0K+000~1K+650,平原區,1.7,19,東,"4.6,4.6",0,2.2,"32,940 ","52,981 ","31,165 ","29,162 ",492 ,983 ,20 ,500 ,8 ,"2,724 ",07-08,0.84,,,
,,,,"N24'05'41.5""",,,,,,,西,4.6,0,2.0,"6,176 ","9,773 ","5,749 ","5,416 ",39 ,200 ,7 ,87 ,0 ,597 ,07-08,,,,
台中市,"Ⅱ-I98
入口
匝道2",快官系統,0K+600,"E120'36'25.6""",台74線,快官交流道~成功交流道,0K+000~1K+650,平原區,1.7,5.4,西,4.6,0,0.4,"4,043 ","5,887 ","3,463 ","3,073 ",22 ,178 ,1 ,189 ,0 ,431 ,11-12,1.00,,,
,,,,"N24'05'41.5""",,,,,,,0,0,0,0,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,
台中市,Ⅱ-I99,烏日,1K+900,"E120'36'52.1""",台74線,成功交流道~筏子溪橋,1K+650~2K+500,平原區,0.9,28,東,"3.5,3.5,3.5",0,2.5,"47,460 ","41,206 ","45,784 ","43,467 ",597 ,"1,059 ",13 ,450 ,198 ,"4,130 ",07-08,0.51,,,
,,,,"N24'06'16.7""",,,,,,,西,"3.5,3.5,3.5",0,2.5,"48,833 ","42,582 ","47,313 ","45,325 ",568 ,842 ,19 ,417 ,142 ,"3,675 ",17-18,,,,
台中市,"Ⅱ-I99入口
匝道",烏日,1K+900,"E120'36'52.1""",台74線,成功交流道~筏子溪橋,1K+650~2K+500,平原區,0.9,12.4,東,4.5,0,0.5,"6,440 ","5,157 ","5,730 ","5,138 ",77 ,337 ,4 ,150 ,24 ,661 ,08-09,0.62,,,
,,,,"N24'06'16.7""",,,,,,,西,4.1,0,1.1,"10,130 ","8,261 ","9,179 ","8,444 ",60 ,352 ,7 ,273 ,43 ,890 ,10-11,,,,
台中市,Ⅱ-II00,烏日高鐵站區,4K+100,"E120'37'11.6""",台74線,筏子溪橋~高鐵台中交流道,2K+500~4K+500,平原區,2,28,東,"3.5,3.5,3.5",0,2.5,"47,638 ","91,342 ","45,671 ","43,127 ",505 ,"1,253 ",11 ,573 ,202 ,"4,428 ",07-08,0.51,,,
,,,,"N24'07'21.3""",,,,,,,西,"3.5,3.5,3.5",0,2.5,"48,935 ","93,966 ","46,983 ","44,485 ",509 ,"1,225 ",19 ,560 ,185 ,"3,783 ",17-18,,,,
台中市,"Ⅱ-II00入口
匝道",烏日高鐵站區,4K+100,"E120'37'11.6""",台74線,筏子溪橋~高鐵台中交流道,2K+500~4K+500,平原區,2,14.5,東,4.5,0,1.8,"21,641 ","42,106 ","21,053 ","20,503 ",260 ,172 ,1 ,85 ,32 ,"1,798 ",16-17,0.75,,,
,,,,"N24'07'21.3""",,,,,,,西,5.0,0,1.4,"7,135 ","13,904 ","6,952 ","6,763 ",149 ,26 ,1 ,5 ,8 ,705 ,16-17,,,,
台中市,Ⅱ-II01,南屯一交流道,5K+250,"E120'37'15.3""",台74線,高鐵台中交流道~南屯一交流道,4K+500~5K+500,平原區,1,29,東,"3.5,3.5,3.5",0,2.4,"54,555 ","52,723 ","52,723 ","50,183 ",714 ,"1,133 ",9 ,485 ,199 ,"4,432 ",07-08,0.52,,,
,,,,"N24'07'57.7""",,,,,,,西,"3.5,3.5,3.5",0,2.9,"58,091 ","56,400 ","56,400 ","54,210 ",657 ,864 ,13 ,486 ,170 ,"4,740 ",17-18,,,,
台中市,"Ⅱ-II01出口
匝道",南屯一交流道,5K+250,"E120'37'15.3""",台74線,高鐵台中交流道~南屯一交流道,4K+500~5K+500,平原區,1,11.8,東,5.0,0,0.4,"14,674 ","13,999 ","13,999 ","13,447 ",50 ,292 ,2 ,173 ,35 ,"1,468 ",16-17,0.55,,,
,,,,"N24'07'57.7""",,,,,,,西,4.8,0,0.4,"12,296 ","11,549 ","11,549 ","10,895 ",51 ,428 ,5 ,137 ,33 ,"1,023 ",07-08,,,,
台中市,Ⅱ-II02,南屯二交流道,7K+450,"E120'37'26.8""",台74線,南屯一交流道~南屯二交流道,5K+500~7K+500,平原區,2,28,東,"3.5,3.5,3.5",0,2.5,"45,261 ","87,756 ","43,878 ","42,064 ",620 ,637 ,9 ,398 ,150 ,"3,607 ",17-18,0.50,,,
,,,,"N24'09'9.6""",,,,,,,西,"3.5,3.5,3.5",0,2.5,"45,791 ","89,174 ","44,587 ","43,000 ",513 ,564 ,7 ,355 ,148 ,"3,715 ",17-18,,,,
台中市,"Ⅱ-II02入口
匝道",南屯二交流道,7K+450,"E120'37'26.8""",台74線,南屯一交流道~南屯二交流道,5K+500~7K+500,平原區,2,11,東,4.4,0,0.6,"19,900 ","37,870 ","18,935 ","18,035 ",143 ,502 ,3 ,176 ,76 ,"1,507 ",14-15,0.62,,,
,,,,"N24'09'9.6""",,,,,,,西,4.5,0,0.5,"12,517 ","23,624 ","11,812 ","11,210 ",144 ,300 ,6 ,130 ,22 ,"1,036 ",17-18,,,,
台中市,Ⅱ-II03,西屯一交流道,9K+200,"E120'37'50.7""",台74線,南屯二交流道~西屯二交流道,7K+500~9K+500,平原區,2,28,東,"3.5,3.5,3.5",0,2.4,"47,869 ","92,356 ","46,178 ","44,122 ",496 ,827 ,11 ,540 ,182 ,"3,858 ",07-08,0.52,,,
,,,,"N24'09'59.8""",,,,,,,西,"3.5,3.5,3.5",0,2.4,"43,084 ","83,644 ","41,822 ","40,227 ",405 ,593 ,9 ,408 ,180 ,"3,458 ",07-08,,,,
台中市,"Ⅱ-II03入口
匝道",西屯一交流道,9K+200,"E120'37'50.7""",台74線,南屯二交流道~西屯二交流道,7K+500~9K+500,平原區,2,10.8,東,4.5,0,0.4,"15,772 ","31,070 ","15,535 ","15,246 ",50 ,79 ,0 ,75 ,85 ,"1,479 ",20-21,0.51,,,
,,,,"N24'09'59.8""",,,,,,,西,4.5,0,0.4,"16,737 ","32,736 ","16,368 ","15,983 ",227 ,84 ,0 ,38 ,36 ,"1,613 ",17-18,,,,
台中市,Ⅱ-II04,西屯二交流道,9K+900,"E120'38'0.9""",台74線,西屯二交流道~西屯三交流道,9K+500~10K+940,平原區,1.4,32.2,東,"3.5,3.5,3.5,3.5",0,1.1,"63,587 ","86,400 ","61,714 ","59,368 ",546 ,906 ,11 ,616 ,267 ,"4,957 ",07-08,0.52,,,
,,,,"N24'10'21.9""",,,,,,,西,"3.5,3.5,3.5,3.5",0,1.1,"58,311 ","79,680 ","56,914 ","54,921 ",415 ,846 ,9 ,432 ,291 ,"5,069 ",07-08,,,,
台中市,"Ⅱ-II04入口
匝道",西屯二交流道,9K+900,"E120'38'0.9""",台74線,西屯二交流道~西屯三交流道,9K+500~10K+940,平原區,1.4,15.8,東,"3.4,3.4",0,0.4,"8,540 ","11,781 ","8,415 ","8,128 ",55 ,176 ,0 ,13 ,43 ,913 ,18-19,0.60,,,
,,,,"N24'10'21.9""",,,,,,,西,"3.3,3.3",0,0.4,"12,746 ","17,455 ","12,468 ","12,106 ",101 ,128 ,0 ,90 ,43 ,"1,109 ",07-08,,,,
台中市,Ⅱ-II05,北屯一交流道,12K+650,"E120'38'41.4""",台74線,西屯三交流道~北屯一交流道,10K+940~13K+000,平原區,2.1,28,東,"3.5,3.5,3.5",0,2.4,"43,441 ","89,668 ","42,699 ","41,389 ",185 ,690 ,2 ,197 ,236 ,"3,760 ",17-18,0.50,,,
,,,,"N24'11'40.9""",,,,,,,西,"3.5,3.5,3.5",0,2.5,"42,804 ","88,393 ","42,092 ","40,679 ",182 ,778 ,1 ,171 ,281 ,"4,129 ",07-08,,,,
台中市,"Ⅱ-II05出口
匝道",北屯一交流道,12K+650,"E120'38'41.4""",台74線,西屯三交流道~北屯一交流道,10K+940~13K+000,平原區,2.1,11,東,4.5,0,0.5,"17,864 ","34,963 ","16,649 ","15,561 ",154 ,665 ,1 ,211 ,57 ,"1,281 ",09-10,0.51,,,
,,,,"N24'11'40.9""",,,,,,,西,4.7,0,0.4,"17,413 ","34,222 ","16,296 ","15,283 ",131 ,646 ,3 ,180 ,53 ,"1,294 ",16-17,,,,
台中市,Ⅱ-II06,中清地下道,13K+300,"E120'39'0.9""",台74線,北屯一交流道~崇德交流道,13K+000~16K+987,平原區,4,28,東,"3.5,3.5,3.5",0,2.4,"44,112 ","173,552 ","43,388 ","42,078 ",191 ,678 ,2 ,192 ,247 ,"3,959 ",17-18,0.51,,,
,,,,"N24'11'50.0""",,,,,,,西,"3.5,3.5,3.5",0,2.5,"41,894 ","164,688 ","41,172 ","39,781 ",186 ,767 ,1 ,174 ,263 ,"4,055 ",07-08,,,,
台中市,"Ⅱ-II06入口
匝道",中清地下道,13K+300,"E120'39'0.9""",台74線,北屯一交流道~崇德交流道,13K+000~16K+987,平原區,4,11.2,東,4.8,0,0.4,"8,315 ","31,884 ","7,971 ","7,600 ",39 ,252 ,2 ,35 ,43 ,991 ,17-18,0.53,,,
,,,,"N24'11'50.0""",,,,,,,西,4.6,0,0.4,"9,323 ","35,732 ","8,933 ","8,503 ",40 ,288 ,0 ,45 ,57 ,"1,363 ",07-08,,,,
台中市,Ⅱ-II07,崇德交流道,17K+550,"E120'41'29.3""",台74線,崇德交流道~潭子交流道,16K+987~18K+847,平原區,1.9,25,東,"3.5,3.5,3.5",0,1.2,"45,485 ","84,301 ","44,369 ","42,723 ",274 ,865 ,14 ,298 ,195 ,"3,596 ",18-19,0.51,,,
,,,,"N24'12'3.5""",,,,,,,西,"3.5,3.5,3.5",0,1.2,"44,356 ","82,264 ","43,297 ","41,788 ",255 ,738 ,9 ,311 ,196 ,"4,360 ",07-08,,,,
台中市,"Ⅱ-II07出口
匝道",崇德交流道,17K+550,"E120'40'47.3""",台74線,崇德交流道~潭子交流道,16K+987~18K+847,平原區,1.9,10.8,東,4.5,0,0.4,"9,847 ","18,052 ","9,501 ","9,114 ",32 ,264 ,0 ,38 ,53 ,844 ,17-18,0.55,,,
,,,,"N24'12'3.6""",,,,,,,西,4.5,0,0.4,"12,240 ","22,150 ","11,658 ","11,103 ",51 ,375 ,0 ,88 ,41 ,"1,110 ",07-08,,,,
台中市,"Ⅱ-II07入口
匝道",崇德交流道,17K+550,"E120'41'29.3""",台74線,崇德交流道~潭子交流道,16K+987~18K+847,平原區,1.9,10.8,東,4.5,0,0.4,"11,990 ","21,821 ","11,485 ","11,005 ",58 ,327 ,1 ,66 ,28 ,969 ,10-11,0.54,,,
,,,,"N24'12'3.5""",,,,,,,西,4.5,0,0.4,"9,990 ","18,436 ","9,703 ","9,369 ",45 ,181 ,1 ,45 ,62 ,982 ,07-08,,,,
台中市,Ⅱ-II08,潭子交流道,19K+400,"E120'42'35.4""",台74線,潭子交流道~松竹交流道,18K+847~22K+750,平原區,3.9,25,東,"3.5,3.5,3.5",0,1.2,"45,225 ","171,705 ","44,027 ","42,283 ",301 ,943 ,14 ,309 ,177 ,"3,692 ",17-18,0.50,,,
,,,,"N24'12'1.8""",,,,,,,西,"3.5,3.5,3.5",0,1.2,"44,929 ","170,594 ","43,742 ","42,091 ",255 ,863 ,9 ,341 ,183 ,"4,342 ",07-08,,,,
台中市,"Ⅱ-II08出口
匝道",潭子交流道,19K+400,"E120'41'53.3""",台74線,潭子交流道~松竹交流道,18K+847~22K+750,平原區,3.9,10.8,東,4.5,0,0.4,"12,195 ","46,121 ","11,826 ","11,444 ",30 ,250 ,2 ,54 ,46 ,"1,149 ",18-19,0.58,,,
,,,,"N24'12'3.7""",,,,,,,西,4.5,0,0.4,"8,914 ","33,575 ","8,609 ","8,309 ",47 ,203 ,0 ,32 ,18 ,773 ,07-08,,,,
台中市,"Ⅱ-II08入口
匝道",潭子交流道,19K+400,"E120'42'35.4""",台74線,潭子交流道~松竹交流道,18K+847~22K+750,平原區,3.9,10.8,東,4.5,0,0.4,"7,783 ","29,355 ","7,527 ","7,264 ",39 ,161 ,0 ,35 ,28 ,756 ,07-08,0.60,,,
,,,,"N24'12'1.8""",,,,,,,西,4.5,0,0.4,"11,601 ","43,727 ","11,212 ","10,800 ",50 ,250 ,0 ,58 ,54 ,"1,115 ",07-08,,,,
台中市,Ⅱ-II09,松竹交流道,22K+850,"E120'43'15.3""",台74線,松竹交流道~太原交流道,22K+750~24K+411,平原區,1.7,25,東,"3.5,3.5,3.5",0,1.2,"40,247 ","66,577 ","39,163 ","37,654 ",258 ,801 ,14 ,292 ,144 ,"3,263 ",17-18,0.51,,,
,,,,"N24'10'36.8""",,,,,,,西,"3.5,3.5,3.5",0,1.2,"41,456 ","68,593 ","40,349 ","38,855 ",218 ,796 ,9 ,321 ,150 ,"3,935 ",07-08,,,,
台中市,"Ⅱ-II09出口
匝道",松竹交流道,22K+850,"E120'43'15.3""",台74線,松竹交流道~太原交流道,22K+750~24K+411,平原區,1.7,10.8,東,4.5,0,0.4,"12,853 ","21,068 ","12,393 ","11,894 ",83 ,303 ,0 ,52 ,61 ,"1,080 ",17-18,0.51,,,
,,,,"N24'10'36.8""",,,,,,,西,4.5,0,0.4,"12,432 ","20,400 ","12,000 ","11,545 ",84 ,269 ,0 ,52 ,50 ,"1,195 ",07-08,,,,
台中市,"Ⅱ-II09入口
匝道",松竹交流道,22K+850,"E120'43'15.3""",台74線,松竹交流道~太原交流道,22K+750~24K+411,平原區,1.7,5.4,東,4.5,0,0.4,"11,289 ","18,510 ","10,888 ","10,512 ",71 ,220 ,0 ,61 ,24 ,961 ,17-18,1.00,,,
,,,,"N24'10'36.8""",,,,,,,0,0,0,0,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,
台中市,Ⅱ-II10,太原交流道,24K+950,"E120'43'2.7""",台74線,太原交流道~大里一交流道,24K+411~30K+137,平原區,5.7,25,東,"3.5,3.5,3.5",0,1.2,"41,038 ","227,493 ","39,911 ","38,411 ",250 ,784 ,14 ,318 ,134 ,"3,441 ",17-18,0.51,,,
,,,,"N24'09'29.6""",,,,,,,西,"3.5,3.5,3.5",0,1.2,"39,273 ","217,626 ","38,180 ","36,731 ",218 ,774 ,5 ,320 ,132 ,"3,420 ",07-08,,,,
台中市,"Ⅱ-II10出口
匝道",太原交流道,24K+950,"E120'43'2.7""",台74線,太原交流道~大里一交流道,24K+411~30K+137,平原區,5.7,10.8,東,4.5,0,0.4,"10,508 ","57,792 ","10,139 ","9,754 ",79 ,237 ,0 ,35 ,34 ,781 ,17-18,0.50,,,
,,,,"N24'09'29.6""",,,,,,,西,4.5,0,0.4,"10,729 ","58,932 ","10,339 ","9,976 ",47 ,214 ,0 ,72 ,30 ,810 ,17-18,,,,
台中市,"Ⅱ-II10入口
匝道",太原交流道,24K+950,"E120'43'2.7""",台74線,太原交流道~大里一交流道,24K+411~30K+137,平原區,5.7,10.8,東,4.5,0,0.4,"12,421 ","67,972 ","11,925 ","11,487 ",48 ,232 ,1 ,117 ,40 ,"1,204 ",07-08,0.52,,,
,,,,"N24'09'29.6""",,,,,,,西,4.5,0,0.4,"13,215 ","72,994 ","12,806 ","12,363 ",54 ,281 ,3 ,48 ,57 ,"1,330 ",07-08,,,,
台中市,Ⅱ-II11,大里二交流道,33K+250,"E120'41'4.9""",台74線,大里一交流道~霧峰交流道,30K+137~39K+235,平原區,9.1,21.6,東,"3.5,3.5",0,2.4,"38,342 ","338,939 ","37,246 ","36,004 ",318 ,606 ,4 ,313 ,1 ,"3,781 ",09-10,0.53,,,
,,,,"N24'05'29.1""",,,,,,,西,"3.5,3.5",0,0.8,"34,426 ","303,831 ","33,388 ","32,237 ",221 ,597 ,7 ,310 ,16 ,"3,488 ",17-18,,,,
台中市,"Ⅱ-II11出口
匝道",大里二交流道,33K+250,"E120'41'4.9""",台74線,大里一交流道~霧峰交流道,30K+137~39K+235,平原區,9.1,10.8,東,4.5,0,0.4,"8,835 ","73,492 ","8,076 ","7,438 ",29 ,366 ,0 ,194 ,49 ,"1,133 ",07-08,0.55,,,
,,,,"N24'05'29.1""",,,,,,,西,4.5,0,0.4,"7,253 ","59,041 ","6,488 ","5,871 ",44 ,325 ,0 ,208 ,40 ,766 ,17-18,,,,
,,,,,,合計,,,35.4 ,,,,,,"1,683,851","4,364,789",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化縣,Ⅱ-II12,牛埔交流道,0K+900,"E120'35'49.7""",台74甲線,快官交流道~牛埔,0K+000~1K+300,平原區,1.3,29.3,東,"3.5,3.5",4.5,1.8,"35,976 ","44,832 ","34,486 ","32,869 ",155 ,706 ,14 ,545 ,197 ,"3,494 ",17-18,0.51,,,
,,,,"N24'05'9.0""",,,,,,,西,"3.5,3.5",4.5,1.8,"34,611 ","43,190 ","33,223 ","31,661 ",176 ,707 ,8 ,492 ,179 ,"3,416 ",07-08,,,,
彰化縣,Ⅱ-II13,里程牌,5K+100,"E120'34'57.8""",台74甲線,牛埔~草仔埔,1K+300~6K+000,丘陵區,4.7,26.4,東,"3.5,3.6",2.9,0.5,"17,242 ","78,579 ","16,719 ","13,475 ",54 ,310 ,10 ,228 ,"2,642 ","1,720 ",17-18,0.55,23 ,122 ,"快慢分隔,1車道;
（平日）自行車車輛數(輛/日)：23
（假日）自行車車輛數(輛/日)：122"
,,,,"N24'03'5.5""",,,,,,,西,"3.5,3.5",2.8,0.6,"20,838 ","96,853 ","20,607 ","16,581 ",57 ,352 ,4 ,207 ,"3,406 ","2,130 ",07-08,,18 ,30 ,"快慢分隔,1車道;
（平日）自行車車輛數(輛/日)：18
（假日）自行車車輛數(輛/日)：30"
彰化縣,Ⅱ-II14,里程牌,10K+000,"E120'33'14.8""",台74甲線,草仔埔~花壇,6K+000~10K+245,平原區,4.2,26.4,東,"3.5,3.5",2.0,2.4,"11,643 ","49,522 ","11,791 ","9,714 ",34 ,206 ,6 ,117 ,"1,714 ","1,059 ",17-18,0.51,,,
,,,,"N24'01'9.1""",,,,,,,西,"3.5,3.5",2.0,2.4,"11,068 ","47,300 ","11,262 ","9,142 ",34 ,207 ,2 ,106 ,"1,771 ","1,084 ",17-18,,,,
,,,,,,合計,,,10.2 ,,,,,,"131,378","360,276",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化縣,Ⅱ-II15,福興交流道,11K+940,"E120'29'24.7""",台76線,芳苑~埔鹽,0K+000~13K+000,平原區,13,20.9,東,"3.5,3.5",0,2.4,"13,104 ","140,400 ","10,800 ","9,225 ",145 ,389 ,10 ,"1,012 ",19 ,"1,509 ",17-18,0.53,,,
,,,,"N24'00'32.3""",,,,,,,西,"3.5,3.5",0,2.5,"11,088 ","123,994 ","9,538 ","8,327 ",96 ,455 ,9 ,632 ,19 ,"1,410 ",07-08,,,,
彰化縣,"Ⅱ-II15入口
匝道",福興交流道,11K+940,"E120'29'24.7""",台76線,芳苑~埔鹽,0K+000~13K+000,平原區,13,11.5,東,4.5,0,1.0,"7,065 ","82,693 ","6,361 ","5,805 ",30 ,376 ,8 ,141 ,1 ,804 ,17-18,0.52,,,
,,,,"N24'00'32.3""",,,,,,,西,4.5,0,0.5,"7,715 ","90,506 ","6,962 ","6,348 ",25 ,423 ,11 ,144 ,11 ,975 ,07-08,,,,
彰化縣,Ⅱ-II16,埔鹽系統交流道,15K+000,"E120'30'29.4""",台76線,埔鹽~埔心,13K+000~19K+000,平原區,6,20.9,東,"3.5,3.5",0,2.4,"9,752 ","54,132 ","9,022 ","8,260 ",85 ,413 ,0 ,244 ,20 ,"1,242 ",17-18,0.51,,,
,,,,"N23'58'55.2""",,,,,,,西,"3.5,3.5",0,2.5,"9,395 ","52,758 ","8,793 ","8,155 ",57 ,346 ,0 ,206 ,29 ,"1,262 ",07-08,,,,
彰化縣,"Ⅱ-II16入口
匝道1",埔鹽系統交流道,15K+000,"E120'30'29.4""",台76線,埔鹽~埔心,13K+000~19K+000,平原區,6,14.8,東,4.4,0,1.8,"13,602 ","74,238 ","12,373 ","11,356 ",99 ,706 ,20 ,192 ,0 ,"1,136 ",17-18,0.74,,,國道一往南匯入
,,,,"N23'58'55.2""",,,,,,,西,4.5,0,1.7,"5,817 ","26,370 ","4,395 ","3,496 ",32 ,344 ,20 ,503 ,0 ,675 ,07-08,,,,國道一往北匯入
彰化縣,"Ⅱ-II16入口
匝道2",埔鹽系統交流道,15K+000,"E120'30'29.4""",台76線,埔鹽~埔心,13K+000~19K+000,平原區,6,14.8,東,4.6,0,1.8,"6,333 ","35,022 ","5,837 ","5,396 ",41 ,345 ,6 ,49 ,0 ,544 ,07-08,0.64,,,國道一往北匯入
,,,,"N23'58'55.2""",,,,,,,西,4.5,0,1.6,"3,662 ","19,854 ","3,309 ","3,023 ",32 ,187 ,0 ,67 ,0 ,465 ,07-08,,,,國道一往南匯入
彰化縣,Ⅱ-II17,埔心交流道,19K+200,"E120'32'33.2""",台76線,埔心~員林,19K+000~22K+200,平原區,3.2,20.8,東,"3.5,3.5",0,2.4,"21,907 ","65,677 ","20,524 ","18,907 ",181 ,"1,033 ",19 ,371 ,13 ,"2,115 ",17-18,0.50,,,
,,,,"N23'57'54.7""",,,,,,,西,"3.5,3.5",0,2.4,"21,600 ","65,469 ","20,459 ","19,021 ",188 ,929 ,15 ,281 ,25 ,"1,964 ",07-08,,,,
彰化縣,"Ⅱ-II17入口
匝道",埔心交流道,19K+200,"E120'32'33.2""",台76線,埔心~員林,19K+000~22K+200,平原區,3.2,11.1,東,4.5,0,0.6,"3,404 ","10,346 ","3,233 ","3,063 ",18 ,141 ,1 ,6 ,4 ,356 ,17-18,0.67,,,
,,,,"N23'57'54.7""",,,,,,,西,4.5,0,0.5,"7,323 ","21,158 ","6,612 ","6,014 ",40 ,435 ,8 ,111 ,4 ,852 ,07-08,,,,
彰化縣,Ⅱ-II18,員林交流道,22K+200,"E120'34'10.6""",台76線,員林~林厝,22K+200~26K+100,平原區,3.9,20.8,東,"3.5,3.5",0,2.5,"12,572 ","47,221 ","12,108 ","11,433 ",140 ,430 ,1 ,91 ,13 ,"1,375 ",17-18,0.50,,,
,,,,"N23'56'41.1""",,,,,,,西,"3.5,3.5",0,2.5,"12,707 ","47,912 ","12,285 ","11,598 ",115 ,504 ,1 ,57 ,10 ,"1,343 ",07-08,,,,
彰化縣,"Ⅱ-II18入口
匝道",員林交流道,22K+200,"E120'34'10.6""",台76線,員林~林厝,22K+200~26K+100,平原區,3.9,10.8,東,4.4,0,0.5,"7,860 ","29,773 ","7,634 ","7,404 ",36 ,183 ,0 ,5 ,6 ,696 ,07-08,0.62,,,
,,,,"N23'56'41.1""",,,,,,,西,4.5,0,0.4,"13,443 ","47,966 ","12,299 ","11,407 ",93 ,497 ,14 ,268 ,20 ,"1,220 ",07-08,,,,
彰化縣,Ⅱ-II19,林厝交流道,26K+100,"E120'36'16.7""",台76線,林厝~中興,26K+100~32K+600,平原區,6.5,20.7,東,"3.5,3.5",0,2.4,"13,630 ","87,224 ","13,419 ","12,998 ",89 ,332 ,0 ,0 ,0 ,"1,388 ",07-08,0.52,,,
